figure_path,section,dataset,question,visual_family,figure_type,supports_memory,analytical_intent,candidate_families,rejected_families,action,derived_metric_needed,scientific_constraints,combined_type,story_protagonist,title_message,annotation_plan,warmth_style_plan,notebook_size_target,pdf_export_target,shown_in_notebook,saved_to_disk,non_empty,not_table_as_image,labels_readable,no_clipping,no_overlap,legend_ok,margins_ok,decision,fix_required,fix_applied,acceptance_risks,residual_risk,figure_class,editorial_warmth_pass
results/figures/05_feature_selection/method_feature_heatmaps/madelon_method_feature_heatmap.png,05_15,madelon,¿Qué coincidencias hay entre métodos y variables seleccionadas?,heatmap binario,appendix,False,composición método-feature,heatmap binario; tabla método-feature; red bipartita,red bipartita descartada por exceso visual; tabla como imagen descartada,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué coincidencias hay entre métodos y variables seleccionadas?,¿Qué coincidencias hay entre métodos y variables seleccionadas?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/method_overlap/madelon_method_overlap_jaccard.png,05_08,madelon,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,heatmap Jaccard,memory_candidate,True,solape entre métodos,heatmap Jaccard; tabla triangular; red de similitud,red descartada por baja precisión; tabla triangular exige demasiada búsqueda visual,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/redundancy_by_dataset/madelon_selected_vs_full_redundancy.png,05_12,madelon,¿Cada método reduce o concentra redundancia frente al espacio completo?,dot plot paired,memory_candidate,True,comparación paired selected vs full,dot plot paired; barras de delta; tabla,barras de delta pierden el nivel absoluto; tabla exige cálculo mental,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Cada método reduce o concentra redundancia frente al espacio completo?,¿Cada método reduce o concentra redundancia frente al espacio completo?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/permutation_detail/madelon_permutation_detail.png,05_11,madelon,¿Qué variables quedan más separadas del nulo por permutación?,barras horizontales de delta,memory_candidate,True,distancia frente a nulo,barras de delta; scatter real vs nulo; tabla de p-valores,scatter requiere más lectura; tabla no muestra umbral cero de forma inmediata,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué variables quedan más separadas del nulo por permutación?,¿Qué variables quedan más separadas del nulo por permutación?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/dataset_stories/madelon_selection_story.png,05_15,madelon,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",figura compuesta tres paneles,memory_candidate,True,síntesis narrativa por dataset,tres paneles; figuras separadas; scorecard,scorecard ocultaría nombres de variables; figuras separadas dispersan una misma historia,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,multipanel,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?","¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/top_features/olive_oil_3class_top_selected_features.png,05_15,olive_oil_3class,¿Qué variables aparecen con más frecuencia entre selectores?,ranking horizontal,memory_candidate,True,ranking de frecuencia de selección,barras horizontales; lollipop; tabla ordenada,tabla sola descartada por baja lectura comparativa; heatmap completo movido a apéndice,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué variables aparecen con más frecuencia entre selectores?,¿Qué variables aparecen con más frecuencia entre selectores?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/method_feature_heatmaps/olive_oil_3class_method_feature_heatmap.png,05_15,olive_oil_3class,¿Qué coincidencias hay entre métodos y variables seleccionadas?,heatmap binario,appendix,False,composición método-feature,heatmap binario; tabla método-feature; red bipartita,red bipartita descartada por exceso visual; tabla como imagen descartada,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué coincidencias hay entre métodos y variables seleccionadas?,¿Qué coincidencias hay entre métodos y variables seleccionadas?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/method_overlap/olive_oil_3class_method_overlap_jaccard.png,05_08,olive_oil_3class,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,heatmap Jaccard,appendix,False,solape entre métodos,heatmap Jaccard; tabla triangular; red de similitud,red descartada por baja precisión; tabla triangular exige demasiada búsqueda visual,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/redundancy_by_dataset/olive_oil_3class_selected_vs_full_redundancy.png,05_12,olive_oil_3class,¿Cada método reduce o concentra redundancia frente al espacio completo?,dot plot paired,appendix,False,comparación paired selected vs full,dot plot paired; barras de delta; tabla,barras de delta pierden el nivel absoluto; tabla exige cálculo mental,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Cada método reduce o concentra redundancia frente al espacio completo?,¿Cada método reduce o concentra redundancia frente al espacio completo?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/permutation_detail/olive_oil_3class_permutation_detail.png,05_11,olive_oil_3class,¿Qué variables quedan más separadas del nulo por permutación?,barras horizontales de delta,appendix,False,distancia frente a nulo,barras de delta; scatter real vs nulo; tabla de p-valores,scatter requiere más lectura; tabla no muestra umbral cero de forma inmediata,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué variables quedan más separadas del nulo por permutación?,¿Qué variables quedan más separadas del nulo por permutación?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/dataset_stories/olive_oil_3class_selection_story.png,05_15,olive_oil_3class,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",figura compuesta tres paneles,memory_candidate,True,síntesis narrativa por dataset,tres paneles; figuras separadas; scorecard,scorecard ocultaría nombres de variables; figuras separadas dispersan una misma historia,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,multipanel,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?","¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/top_features/olive_oil_9class_top_selected_features.png,05_15,olive_oil_9class,¿Qué variables aparecen con más frecuencia entre selectores?,ranking horizontal,memory_candidate,True,ranking de frecuencia de selección,barras horizontales; lollipop; tabla ordenada,tabla sola descartada por baja lectura comparativa; heatmap completo movido a apéndice,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué variables aparecen con más frecuencia entre selectores?,¿Qué variables aparecen con más frecuencia entre selectores?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/method_feature_heatmaps/olive_oil_9class_method_feature_heatmap.png,05_15,olive_oil_9class,¿Qué coincidencias hay entre métodos y variables seleccionadas?,heatmap binario,appendix,False,composición método-feature,heatmap binario; tabla método-feature; red bipartita,red bipartita descartada por exceso visual; tabla como imagen descartada,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué coincidencias hay entre métodos y variables seleccionadas?,¿Qué coincidencias hay entre métodos y variables seleccionadas?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/method_overlap/olive_oil_9class_method_overlap_jaccard.png,05_08,olive_oil_9class,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,heatmap Jaccard,appendix,False,solape entre métodos,heatmap Jaccard; tabla triangular; red de similitud,red descartada por baja precisión; tabla triangular exige demasiada búsqueda visual,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,¿Qué métodos eligen subconjuntos parecidos en el k de referencia?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/redundancy_by_dataset/olive_oil_9class_selected_vs_full_redundancy.png,05_12,olive_oil_9class,¿Cada método reduce o concentra redundancia frente al espacio completo?,dot plot paired,appendix,False,comparación paired selected vs full,dot plot paired; barras de delta; tabla,barras de delta pierden el nivel absoluto; tabla exige cálculo mental,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Cada método reduce o concentra redundancia frente al espacio completo?,¿Cada método reduce o concentra redundancia frente al espacio completo?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/permutation_detail/olive_oil_9class_permutation_detail.png,05_11,olive_oil_9class,¿Qué variables quedan más separadas del nulo por permutación?,barras horizontales de delta,appendix,False,distancia frente a nulo,barras de delta; scatter real vs nulo; tabla de p-valores,scatter requiere más lectura; tabla no muestra umbral cero de forma inmediata,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué variables quedan más separadas del nulo por permutación?,¿Qué variables quedan más separadas del nulo por permutación?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",appendix,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/dataset_stories/olive_oil_9class_selection_story.png,05_15,olive_oil_9class,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",figura compuesta tres paneles,memory_candidate,True,síntesis narrativa por dataset,tres paneles; figuras separadas; scorecard,scorecard ocultaría nombres de variables; figuras separadas dispersan una misma historia,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,multipanel,"¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?","¿Cuál es la historia de selección del dataset combinando consenso, estabilidad y redundancia?",título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/summary/fs_method_profiles_summary.png,05_15,GLOBAL,"¿Cómo se comparan coste, estabilidad y redundancia por método?",multipanel ranking,memory_candidate,True,perfil global coste-estabilidad-redundancia,multipanel ranking; radar; tabla,radar descartado por comparación imprecisa; tabla exige mucha aritmética,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,multipanel,"¿Cómo se comparan coste, estabilidad y redundancia por método?","¿Cómo se comparan coste, estabilidad y redundancia por método?",título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/cost/fs_execution_time_heatmap.png,05_08,GLOBAL,¿Dónde se concentra el coste computacional de la selección clásica?,heatmap anotado,memory_candidate,True,diagnóstico de coste,heatmap anotado; barras agrupadas; tabla,barras agrupadas saturan 5x7 combinaciones; tabla exige buscar máximos,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Dónde se concentra el coste computacional de la selección clásica?,¿Dónde se concentra el coste computacional de la selección clásica?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/stability/fs_stability_distribution_by_method.png,05_10,GLOBAL,¿Qué métodos son estables de forma consistente y cuáles tienen dispersión?,boxplot + strip,memory_candidate,True,distribución de estabilidad,boxplot + puntos; barras de media; tabla,barras de media ocultan dispersión entre datasets y k; tabla exige lectura larga,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué métodos son estables de forma consistente y cuáles tienen dispersión?,¿Qué métodos son estables de forma consistente y cuáles tienen dispersión?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/permutation/fs_permutation_above_null_heatmap.png,05_11,GLOBAL,¿Cuántas variables superan el p95 nulo por permutación?,heatmap anotado,memory_candidate,True,resumen de señal frente a nulo,heatmap anotado; barras agrupadas; tabla,barras agrupadas menos compactas para dataset x método; tabla exige comparar manualmente,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Cuántas variables superan el p95 nulo por permutación?,¿Cuántas variables superan el p95 nulo por permutación?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/stability/fs_stability_jaccard_heatmap.png,05_10,GLOBAL,¿Qué métodos producen subconjuntos estables entre semillas en cada dataset?,heatmap anotado,memory_candidate,True,matriz dataset-método de estabilidad,heatmap anotado; dot plot; tabla,dot plot dispersa la matriz; tabla exige localizar mínimos,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿Qué métodos producen subconjuntos estables entre semillas en cada dataset?,¿Qué métodos producen subconjuntos estables entre semillas en cada dataset?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
results/figures/05_feature_selection/redundancy/fs_redundancy_delta.png,05_12,GLOBAL,¿La selección reduce o concentra la redundancia interna respecto al espacio completo?,dot plot con baseline cero,memory_candidate,True,delta de redundancia global,dot plot; barras agrupadas; tabla,barras agrupadas saturan dataset x método; tabla exige calcular signos,keep,métrica ya calculada en tablas de Fase 5,train-only; no se recalculan selectores con validation/test; muestras y permutaciones documentadas,none,¿La selección reduce o concentra la redundancia interna respecto al espacio completo?,¿La selección reduce o concentra la redundancia interna respecto al espacio completo?,título analítico y ejes explícitos; sin anotaciones si añadirían ruido,"superficie warm light, acento restringido, contexto atenuado, grid suave y spines superiores/derechos retirados",ancho 760-900 px en notebook,PNG 180 dpi con bbox tight,True,True,True,True,True,True,True,True,True,mantener,False,False,"revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina","revisión manual complementaria en PDF; la comprobación automática valida existencia y tamaño, no percepción humana fina",memory_candidate,"Surface: warm light; Main accent: método/valor focal; Context: tonos neutros; Grid/spines: suavizados; Text hierarchy: título + ejes; Scientific honesty: métricas, k, semillas, permutaciones y muestra se documentan en tablas trazables."
